Scenario	Replication	TokenId	Element	Arrived	Started	Completed	Resources
S0	0	1,302	z	2022-01-07 23:38:23	2022-01-07 23:38:23	2022-01-08 00:19:57	
S0	0	1,314	m	2022-01-07 23:36:46	2022-01-07 23:36:46	2022-01-08 00:20:05	
S0	0	1,312	ab	2022-01-07 23:51:27	2022-01-07 23:51:27	2022-01-08 00:21:18	
S0	0	1,311	ad	2022-01-07 23:56:42	2022-01-07 23:56:42	2022-01-08 00:21:23	
S0	0	1,297	a	2022-01-07 23:41:05	2022-01-07 23:41:05	2022-01-08 00:21:36	
S0	0	1,319	k	2022-01-07 23:50:12	2022-01-07 23:50:12	2022-01-08 00:22:16	
S0	0	1,310	f	2022-01-07 23:58:05	2022-01-07 23:58:05	2022-01-08 00:22:50	
S0	0	1,293	ae	2022-01-07 23:55:31	2022-01-07 23:55:31	2022-01-08 00:24:19	
S0	0	1,309	o	2022-01-07 23:42:58	2022-01-07 23:42:58	2022-01-08 00:24:27	
S0	0	1,307	i	2022-01-08 00:04:56	2022-01-08 00:04:56	2022-01-08 00:26:32	
S0	0	1,293	w	2022-01-07 23:55:31	2022-01-07 23:55:31	2022-01-08 00:26:47	
S0	0	1,304	g	2022-01-07 23:39:35	2022-01-07 23:39:35	2022-01-08 00:27:59	
S0	0	1,308	p	2022-01-08 00:10:29	2022-01-08 00:10:29	2022-01-08 00:28:16	
S0	0	1,303	y	2022-01-08 00:06:55	2022-01-08 00:06:55	2022-01-08 00:28:21	
S0	0	1,315	u	2022-01-07 23:50:56	2022-01-07 23:50:56	2022-01-08 00:28:31	
S0	0	1,310	n	2022-01-07 23:58:05	2022-01-07 23:58:05	2022-01-08 00:29:17	
S0	0	1,305	g	2022-01-07 23:46:29	2022-01-07 23:46:29	2022-01-08 00:29:17	
S0	0	1,317	j	2022-01-07 23:58:17	2022-01-07 23:58:17	2022-01-08 00:29:22	
S0	0	1,318	j	2022-01-08 00:03:44	2022-01-08 00:03:44	2022-01-08 00:29:26	
S0	0	1,308	q	2022-01-08 00:01:08	2022-01-08 00:01:08	2022-01-08 00:31:23	
S0	0	1,298	c	2022-01-07 23:51:59	2022-01-07 23:51:59	2022-01-08 00:31:36	
S0	0	1,316	t	2022-01-07 23:50:59	2022-01-07 23:50:59	2022-01-08 00:31:48	
S0	0	1,321	e	2022-01-07 23:51:07	2022-01-07 23:51:07	2022-01-08 00:32:53	
S0	0	1,306	ac	2022-01-08 00:08:24	2022-01-08 00:08:24	2022-01-08 00:32:59	
S0	0	1,323	e	2022-01-08 00:03:47	2022-01-08 00:03:47	2022-01-08 00:33:10	
S0	0	1,320	k	2022-01-07 23:57:07	2022-01-07 23:57:07	2022-01-08 00:34:03	
S0	0	1,307	f	2022-01-08 00:04:56	2022-01-08 00:04:56	2022-01-08 00:34:07	
S0	0	1,310	o	2022-01-07 23:58:05	2022-01-07 23:58:05	2022-01-08 00:34:44	
S0	0	1,315	m	2022-01-07 23:50:56	2022-01-07 23:50:56	2022-01-08 00:34:44	
S0	0	1,292	a	2022-01-07 23:55:26	2022-01-07 23:55:26	2022-01-08 00:35:30	
S0	0	1,306	y	2022-01-08 00:08:24	2022-01-08 00:08:24	2022-01-08 00:35:38	
S0	0	1,308	v	2022-01-07 23:55:55	2022-01-07 23:55:55	2022-01-08 00:35:55	
S0	0	1,324	h	2022-01-08 00:11:06	2022-01-08 00:11:06	2022-01-08 00:36:29	
S0	0	1,325	h	2022-01-08 00:12:47	2022-01-08 00:12:47	2022-01-08 00:36:46	
S0	0	1,296	a	2022-01-07 23:53:29	2022-01-07 23:53:29	2022-01-08 00:36:53	
S0	0	1,304	y	2022-01-08 00:12:04	2022-01-08 00:12:04	2022-01-08 00:37:19	
S0	0	1,316	m	2022-01-07 23:50:59	2022-01-07 23:50:59	2022-01-08 00:38:10	
S0	0	1,307	l	2022-01-08 00:04:56	2022-01-08 00:04:56	2022-01-08 00:39:39	
S0	0	1,310	l	2022-01-07 23:58:05	2022-01-07 23:58:05	2022-01-08 00:39:43	
S0	0	1,303	ac	2022-01-08 00:06:55	2022-01-08 00:06:55	2022-01-08 00:39:50	
S0	0	1,308	x	2022-01-08 00:01:08	2022-01-08 00:01:08	2022-01-08 00:39:58	
S0	0	1,307	o	2022-01-08 00:04:56	2022-01-08 00:04:56	2022-01-08 00:40:07	
S0	0	1,313	ad	2022-01-08 00:17:58	2022-01-08 00:17:58	2022-01-08 00:40:20	
S0	0	1,322	e	2022-01-08 00:01:39	2022-01-08 00:01:39	2022-01-08 00:40:51	
S0	0	1,295	a	2022-01-08 00:01:08	2022-01-08 00:01:08	2022-01-08 00:41:13	
S0	0	1,309	x	2022-01-08 00:06:20	2022-01-08 00:06:20	2022-01-08 00:41:54	
S0	0	1,305	y	2022-01-08 00:13:27	2022-01-08 00:13:27	2022-01-08 00:42:12	
S0	0	1,309	q	2022-01-08 00:06:20	2022-01-08 00:06:20	2022-01-08 00:42:31	
S0	0	1,307	n	2022-01-08 00:04:56	2022-01-08 00:04:56	2022-01-08 00:42:48	
S0	0	1,309	p	2022-01-08 00:24:27	2022-01-08 00:24:27	2022-01-08 00:44:31	
S0	0	1,297	ae	2022-01-08 00:21:36	2022-01-08 00:21:36	2022-01-08 00:45:22	
S0	0	1,312	i	2022-01-08 00:21:18	2022-01-08 00:21:18	2022-01-08 00:45:50	
S0	0	1,303	z	2022-01-08 00:06:55	2022-01-08 00:06:55	2022-01-08 00:45:54	
S0	0	1,304	ac	2022-01-08 00:12:04	2022-01-08 00:12:04	2022-01-08 00:45:58	
S0	0	1,326	b	2022-01-08 00:11:59	2022-01-08 00:11:59	2022-01-08 00:46:39	
S0	0	1,312	f	2022-01-08 00:21:18	2022-01-08 00:21:18	2022-01-08 00:46:47	
S0	0	1,305	ac	2022-01-08 00:13:27	2022-01-08 00:13:27	2022-01-08 00:47:02	
S0	0	1,299	s	2022-01-08 00:01:18	2022-01-08 00:01:18	2022-01-08 00:47:20	
S0	0	1,308	g	2022-01-08 00:10:29	2022-01-08 00:10:29	2022-01-08 00:48:41	
S0	0	1,301	c	2022-01-08 00:10:10	2022-01-08 00:10:10	2022-01-08 00:49:14	
S0	0	1,304	z	2022-01-08 00:12:04	2022-01-08 00:12:04	2022-01-08 00:49:46	
S0	0	1,306	z	2022-01-08 00:08:24	2022-01-08 00:08:24	2022-01-08 00:51:15	
S0	0	1,310	p	2022-01-08 00:34:44	2022-01-08 00:34:44	2022-01-08 00:51:50	
S0	0	1,311	d	2022-01-08 00:21:23	2022-01-08 00:21:23	2022-01-08 00:52:42	
S0	0	1,310	q	2022-01-08 00:22:50	2022-01-08 00:22:50	2022-01-08 00:54:25	
S0	0	1,302	c	2022-01-08 00:19:57	2022-01-08 00:19:57	2022-01-08 00:55:09	
S0	0	1,300	a	2022-01-08 00:19:16	2022-01-08 00:19:16	2022-01-08 00:55:15	
S0	0	1,312	o	2022-01-08 00:21:18	2022-01-08 00:21:18	2022-01-08 00:55:15	
S0	0	1,312	n	2022-01-08 00:21:18	2022-01-08 00:21:18	2022-01-08 00:55:26	
S0	0	1,314	r	2022-01-08 00:11:18	2022-01-08 00:11:18	2022-01-08 00:56:27	
S0	0	1,327	b	2022-01-08 00:32:51	2022-01-08 00:32:51	2022-01-08 00:57:04	
S0	0	1,308	y	2022-01-08 00:35:55	2022-01-08 00:35:55	2022-01-08 00:58:10	
S0	0	1,321	k	2022-01-08 00:32:53	2022-01-08 00:32:53	2022-01-08 00:59:22	
S0	0	1,310	x	2022-01-08 00:22:50	2022-01-08 00:22:50	2022-01-08 00:59:44	
S0	0	1,319	j	2022-01-08 00:22:16	2022-01-08 00:22:16	2022-01-08 00:59:47	
S0	0	1,305	z	2022-01-08 00:13:27	2022-01-08 00:13:27	2022-01-08 00:59:58	
S0	0	1,317	u	2022-01-08 00:29:22	2022-01-08 00:29:22	2022-01-08 01:00:03	
S0	0	1,308	ac	2022-01-08 00:35:55	2022-01-08 00:35:55	2022-01-08 01:00:07	
S0	0	1,297	w	2022-01-08 00:21:36	2022-01-08 00:21:36	2022-01-08 01:00:34	
S0	0	1,309	v	2022-01-08 00:18:03	2022-01-08 00:18:03	2022-01-08 01:01:06	
S0	0	1,318	t	2022-01-08 00:29:26	2022-01-08 00:29:26	2022-01-08 01:01:22	
S0	0	1,307	p	2022-01-08 00:40:07	2022-01-08 00:40:07	2022-01-08 01:01:25	
S0	0	1,307	q	2022-01-08 00:34:07	2022-01-08 00:34:07	2022-01-08 01:03:30	
S0	0	1,323	k	2022-01-08 00:33:10	2022-01-08 00:33:10	2022-01-08 01:04:39	
S0	0	1,315	r	2022-01-08 00:28:31	2022-01-08 00:28:31	2022-01-08 01:04:46	
S0	0	1,296	ae	2022-01-08 00:36:53	2022-01-08 00:36:53	2022-01-08 01:05:48	
S0	0	1,309	g	2022-01-08 00:24:27	2022-01-08 00:24:27	2022-01-08 01:06:01	
S0	0	1,312	l	2022-01-08 00:21:18	2022-01-08 00:21:18	2022-01-08 01:06:22	
S0	0	1,316	r	2022-01-08 00:31:48	2022-01-08 00:31:48	2022-01-08 01:07:07	
S0	0	1,292	ae	2022-01-08 00:35:30	2022-01-08 00:35:30	2022-01-08 01:07:22	
S0	0	1,307	x	2022-01-08 00:34:07	2022-01-08 00:34:07	2022-01-08 01:07:31	
S0	0	1,295	ae	2022-01-08 00:41:13	2022-01-08 00:41:13	2022-01-08 01:10:54	
S0	0	1,296	w	2022-01-08 00:36:53	2022-01-08 00:36:53	2022-01-08 01:11:40	
S0	0	1,292	w	2022-01-08 00:35:30	2022-01-08 00:35:30	2022-01-08 01:11:57	
S0	0	1,310	v	2022-01-08 00:29:17	2022-01-08 00:29:17	2022-01-08 01:13:07	
S0	0	1,295	w	2022-01-08 00:41:13	2022-01-08 00:41:13	2022-01-08 01:13:50	
S0	0	1,322	k	2022-01-08 00:40:51	2022-01-08 00:40:51	2022-01-08 01:15:03	
S0	0	1,310	g	2022-01-08 00:34:44	2022-01-08 00:34:44	2022-01-08 01:15:28	
S0	0	1,318	m	2022-01-08 00:29:26	2022-01-08 00:29:26	2022-01-08 01:15:52	
S0	0	1,326	h	2022-01-08 00:46:39	2022-01-08 00:46:39	2022-01-08 01:15:54	
S0	0	1,324	e	2022-01-08 00:36:29	2022-01-08 00:36:29	2022-01-08 01:16:14	
S0	0	1,317	m	2022-01-08 00:29:22	2022-01-08 00:29:22	2022-01-08 01:19:00	
S0	0	1,312	p	2022-01-08 00:55:15	2022-01-08 00:55:15	2022-01-08 01:19:02	
S0	0	1,298	s	2022-01-08 00:31:36	2022-01-08 00:31:36	2022-01-08 01:19:15	
S0	0	1,313	d	2022-01-08 00:40:20	2022-01-08 00:40:20	2022-01-08 01:19:35	
S0	0	1,300	ae	2022-01-08 00:55:15	2022-01-08 00:55:15	2022-01-08 01:19:37	
S0	0	1,325	e	2022-01-08 00:36:46	2022-01-08 00:36:46	2022-01-08 01:20:18	
S0	0	1,312	q	2022-01-08 00:46:47	2022-01-08 00:46:47	2022-01-08 01:20:59	
S0	0	1,320	j	2022-01-08 00:34:03	2022-01-08 00:34:03	2022-01-08 01:21:59	
S0	0	1,307	v	2022-01-08 00:42:48	2022-01-08 00:42:48	2022-01-08 01:22:27	
S0	0	1,303	c	2022-01-08 00:45:54	2022-01-08 00:45:54	2022-01-08 01:23:03	
S0	0	1,308	z	2022-01-08 00:35:55	2022-01-08 00:35:55	2022-01-08 01:23:38	
S0	0	1,309	y	2022-01-08 01:01:06	2022-01-08 01:01:06	2022-01-08 01:23:45	
S0	0	1,307	g	2022-01-08 00:40:07	2022-01-08 00:40:07	2022-01-08 01:24:27	
S0	0	1,311	o	2022-01-08 00:52:42	2022-01-08 00:52:42	2022-01-08 01:24:33	
S0	0	1,328	b	2022-01-08 00:47:57	2022-01-08 00:47:57	2022-01-08 01:24:47	
S0	0	1,311	n	2022-01-08 00:52:42	2022-01-08 00:52:42	2022-01-08 01:24:48	
S0	0	1,312	x	2022-01-08 00:46:47	2022-01-08 00:46:47	2022-01-08 01:25:42	
S0	0	1,306	c	2022-01-08 00:51:15	2022-01-08 00:51:15	2022-01-08 01:26:26	
S0	0	1,304	c	2022-01-08 00:49:46	2022-01-08 00:49:46	2022-01-08 01:27:39	
S0	0	1,311	i	2022-01-08 00:52:42	2022-01-08 00:52:42	2022-01-08 01:27:59	
S0	0	1,311	f	2022-01-08 00:52:42	2022-01-08 00:52:42	2022-01-08 01:28:02	
S0	0	1,327	h	2022-01-08 00:57:04	2022-01-08 00:57:04	2022-01-08 01:28:06	
S0	0	1,311	l	2022-01-08 00:52:42	2022-01-08 00:52:42	2022-01-08 01:28:12	
S0	0	1,319	u	2022-01-08 00:59:47	2022-01-08 00:59:47	2022-01-08 01:28:47	
S0	0	1,315	ad	2022-01-08 01:04:46	2022-01-08 01:04:46	2022-01-08 01:28:53	
S0	0	1,323	j	2022-01-08 01:04:39	2022-01-08 01:04:39	2022-01-08 01:31:09	
S0	0	1,314	ad	2022-01-08 00:56:27	2022-01-08 00:56:27	2022-01-08 01:31:34	
S0	0	1,300	w	2022-01-08 00:55:15	2022-01-08 00:55:15	2022-01-08 01:31:57	
S0	0	1,312	v	2022-01-08 00:55:26	2022-01-08 00:55:26	2022-01-08 01:32:27	
S0	0	1,301	s	2022-01-08 00:49:14	2022-01-08 00:49:14	2022-01-08 01:32:42	
S0	0	1,312	g	2022-01-08 00:55:15	2022-01-08 00:55:15	2022-01-08 01:33:41	
S0	0	1,329	b	2022-01-08 01:04:02	2022-01-08 01:04:02	2022-01-08 01:34:01	
S0	0	1,321	j	2022-01-08 00:59:22	2022-01-08 00:59:22	2022-01-08 01:34:45	
S0	0	1,299	a	2022-01-08 00:47:20	2022-01-08 00:47:20	2022-01-08 01:34:48	
S0	0	1,305	c	2022-01-08 00:59:58	2022-01-08 00:59:58	2022-01-08 01:35:55	
S0	0	1,309	ac	2022-01-08 01:01:06	2022-01-08 01:01:06	2022-01-08 01:36:08	
S0	0	1,316	ad	2022-01-08 01:07:07	2022-01-08 01:07:07	2022-01-08 01:37:43	
S0	0	1,310	y	2022-01-08 01:13:07	2022-01-08 01:13:07	2022-01-08 01:38:16	
S0	0	1,309	z	2022-01-08 01:01:06	2022-01-08 01:01:06	2022-01-08 01:38:50	
S0	0	1,318	r	2022-01-08 01:01:22	2022-01-08 01:01:22	2022-01-08 01:39:15	
S0	0	1,302	s	2022-01-08 00:55:09	2022-01-08 00:55:09	2022-01-08 01:39:33	
S0	0	1,310	ac	2022-01-08 01:13:07	2022-01-08 01:13:07	2022-01-08 01:42:17	
S0	0	1,313	i	2022-01-08 01:19:35	2022-01-08 01:19:35	2022-01-08 01:42:58	
S0	0	1,313	f	2022-01-08 01:19:35	2022-01-08 01:19:35	2022-01-08 01:44:20	
S0	0	1,317	r	2022-01-08 01:00:03	2022-01-08 01:00:03	2022-01-08 01:45:02	
S0	0	1,330	b	2022-01-08 01:17:59	2022-01-08 01:17:59	2022-01-08 01:45:17	
S0	0	1,311	p	2022-01-08 01:24:33	2022-01-08 01:24:33	2022-01-08 01:45:20	
S0	0	1,319	m	2022-01-08 00:59:47	2022-01-08 00:59:47	2022-01-08 01:48:55	
S0	0	1,320	t	2022-01-08 01:21:59	2022-01-08 01:21:59	2022-01-08 01:49:07	
S0	0	1,313	l	2022-01-08 01:19:35	2022-01-08 01:19:35	2022-01-08 01:49:08	
S0	0	1,324	k	2022-01-08 01:16:14	2022-01-08 01:16:14	2022-01-08 01:49:33	
S0	0	1,307	y	2022-01-08 01:22:27	2022-01-08 01:22:27	2022-01-08 01:49:59	
S0	0	1,304	aa	2022-01-08 01:27:39	2022-01-08 01:27:39	2022-01-08 01:51:18	
S0	0	1,313	n	2022-01-08 01:19:35	2022-01-08 01:19:35	2022-01-08 01:52:18	
S0	0	1,312	y	2022-01-08 01:32:27	2022-01-08 01:32:27	2022-01-08 01:52:26	
S0	0	1,310	z	2022-01-08 01:13:07	2022-01-08 01:13:07	2022-01-08 01:53:47	
S0	0	1,303	aa	2022-01-08 01:23:03	2022-01-08 01:23:03	2022-01-08 01:54:41	
S0	0	1,329	h	2022-01-08 01:34:01	2022-01-08 01:34:01	2022-01-08 01:55:37	
S0	0	1,311	v	2022-01-08 01:24:48	2022-01-08 01:24:48	2022-01-08 01:56:31	
S0	0	1,312	ac	2022-01-08 01:32:27	2022-01-08 01:32:27	2022-01-08 01:56:51	
S0	0	1,326	e	2022-01-08 01:15:54	2022-01-08 01:15:54	2022-01-08 01:57:18	
S0	0	1,306	aa	2022-01-08 01:26:26	2022-01-08 01:26:26	2022-01-08 01:58:11	
S0	0	1,322	j	2022-01-08 01:15:03	2022-01-08 01:15:03	2022-01-08 01:58:48	
S0	0	1,323	t	2022-01-08 01:31:09	2022-01-08 01:31:09	2022-01-08 01:59:17	
S0	0	1,331	b	2022-01-08 01:32:58	2022-01-08 01:32:58	2022-01-08 01:59:38	
S0	0	1,313	o	2022-01-08 01:19:35	2022-01-08 01:19:35	2022-01-08 01:59:50	
S0	0	1,311	q	2022-01-08 01:28:02	2022-01-08 01:28:02	2022-01-08 02:00:51	
S0	0	1,298	a	2022-01-08 01:19:15	2022-01-08 01:19:15	2022-01-08 02:00:54	
S0	0	1,327	e	2022-01-08 01:28:06	2022-01-08 01:28:06	2022-01-08 02:01:04	
S0	0	1,328	h	2022-01-08 01:24:47	2022-01-08 01:24:47	2022-01-08 02:01:18	
S0	0	1,307	z	2022-01-08 01:22:27	2022-01-08 01:22:27	2022-01-08 02:01:29	
S0	0	1,305	aa	2022-01-08 01:35:55	2022-01-08 01:35:55	2022-01-08 02:01:34	
S0	0	1,308	c	2022-01-08 01:23:38	2022-01-08 01:23:38	2022-01-08 02:03:03	
S0	0	1,321	t	2022-01-08 01:34:45	2022-01-08 01:34:45	2022-01-08 02:03:12	
S0	0	1,311	x	2022-01-08 01:28:02	2022-01-08 01:28:02	2022-01-08 02:03:17	
S0	0	1,320	m	2022-01-08 01:21:59	2022-01-08 01:21:59	2022-01-08 02:04:17	
S0	0	1,299	ae	2022-01-08 01:34:48	2022-01-08 01:34:48	2022-01-08 02:04:25	
S0	0	1,318	ad	2022-01-08 01:39:15	2022-01-08 01:39:15	2022-01-08 02:05:27	
S0	0	1,307	ac	2022-01-08 01:22:27	2022-01-08 01:22:27	2022-01-08 02:05:43	
S0	0	1,316	d	2022-01-08 01:37:43	2022-01-08 01:37:43	2022-01-08 02:05:49	
S0	0	1,314	d	2022-01-08 01:31:34	2022-01-08 01:31:34	2022-01-08 02:06:19	
S0	0	1,315	d	2022-01-08 01:28:53	2022-01-08 01:28:53	2022-01-08 02:06:27	
S0	0	1,299	w	2022-01-08 01:34:48	2022-01-08 01:34:48	2022-01-08 02:07:14	
S0	0	1,325	k	2022-01-08 01:20:18	2022-01-08 01:20:18	2022-01-08 02:09:25	
S0	0	1,319	r	2022-01-08 01:28:47	2022-01-08 01:28:47	2022-01-08 02:12:26	
S0	0	1,311	g	2022-01-08 01:24:33	2022-01-08 01:24:33	2022-01-08 02:13:01	
S0	0	1,313	x	2022-01-08 01:44:20	2022-01-08 01:44:20	2022-01-08 02:15:28	
S0	0	1,323	m	2022-01-08 01:31:09	2022-01-08 01:31:09	2022-01-08 02:16:16	
S0	0	1,330	h	2022-01-08 01:45:17	2022-01-08 01:45:17	2022-01-08 02:16:51	
S0	0	1,313	q	2022-01-08 01:44:20	2022-01-08 01:44:20	2022-01-08 02:18:07	
S0	0	1,317	ab	2022-01-08 01:45:02	2022-01-08 01:45:02	2022-01-08 02:19:02	
S0	0	1,316	i	2022-01-08 02:05:49	2022-01-08 02:05:49	2022-01-08 02:20:12	
S0	0	1,331	h	2022-01-08 01:59:38	2022-01-08 01:59:38	2022-01-08 02:21:32	
S0	0	1,311	y	2022-01-08 01:56:31	2022-01-08 01:56:31	2022-01-08 02:21:42	
S0	0	1,301	a	2022-01-08 01:32:42	2022-01-08 01:32:42	2022-01-08 02:22:15	
S0	0	1,309	c	2022-01-08 01:38:50	2022-01-08 01:38:50	2022-01-08 02:22:43	
S0	0	1,313	p	2022-01-08 01:59:50	2022-01-08 01:59:50	2022-01-08 02:23:36	
S0	0	1,321	m	2022-01-08 01:34:45	2022-01-08 01:34:45	2022-01-08 02:23:39	
S0	0	1,312	z	2022-01-08 01:32:27	2022-01-08 01:32:27	2022-01-08 02:24:06	
S0	0	1,324	j	2022-01-08 01:49:33	2022-01-08 01:49:33	2022-01-08 02:24:56	
S0	0	1,302	a	2022-01-08 01:39:33	2022-01-08 01:39:33	2022-01-08 02:25:11	
S0	0	1,313	v	2022-01-08 01:52:18	2022-01-08 01:52:18	2022-01-08 02:25:38	
S0	0	1,315	f	2022-01-08 02:06:27	2022-01-08 02:06:27	2022-01-08 02:26:07	
S0	0	1,316	f	2022-01-08 02:05:49	2022-01-08 02:05:49	2022-01-08 02:26:48	
S0	0	1,315	i	2022-01-08 02:06:27	2022-01-08 02:06:27	2022-01-08 02:27:04	
S0	0	1,322	t	2022-01-08 01:58:48	2022-01-08 01:58:48	2022-01-08 02:28:05	
S0	0	1,314	i	2022-01-08 02:06:19	2022-01-08 02:06:19	2022-01-08 02:28:07	
S0	0	1,310	c	2022-01-08 01:53:47	2022-01-08 01:53:47	2022-01-08 02:28:16	
S0	0	1,298	ae	2022-01-08 02:00:54	2022-01-08 02:00:54	2022-01-08 02:28:30	
S0	0	1,311	ac	2022-01-08 01:56:31	2022-01-08 01:56:31	2022-01-08 02:30:34	
S0	0	1,315	n	2022-01-08 02:06:27	2022-01-08 02:06:27	2022-01-08 02:31:40	
S0	0	1,314	f	2022-01-08 02:06:19	2022-01-08 02:06:19	2022-01-08 02:31:48	
S0	0	1,320	r	2022-01-08 01:49:07	2022-01-08 01:49:07	2022-01-08 02:32:12	
S0	0	1,332	b	2022-01-08 01:56:18	2022-01-08 01:56:18	2022-01-08 02:32:23	
S0	0	1,317	i	2022-01-08 02:19:02	2022-01-08 02:19:02	2022-01-08 02:33:13	
S0	0	1,328	e	2022-01-08 02:01:18	2022-01-08 02:01:18	2022-01-08 02:33:15	
S0	0	1,306	a	2022-01-08 01:58:11	2022-01-08 01:58:11	2022-01-08 02:33:54	
S0	0	1,329	e	2022-01-08 01:55:37	2022-01-08 01:55:37	2022-01-08 02:35:15	
S0	0	1,327	k	2022-01-08 02:01:04	2022-01-08 02:01:04	2022-01-08 02:36:42	
S0	0	1,316	n	2022-01-08 02:05:49	2022-01-08 02:05:49	2022-01-08 02:36:48	
S0	0	1,298	w	2022-01-08 02:00:54	2022-01-08 02:00:54	2022-01-08 02:36:49	
S0	0	1,316	o	2022-01-08 02:05:49	2022-01-08 02:05:49	2022-01-08 02:36:50	
S0	0	1,307	c	2022-01-08 02:05:43	2022-01-08 02:05:43	2022-01-08 02:37:38	
S0	0	1,311	z	2022-01-08 01:56:31	2022-01-08 01:56:31	2022-01-08 02:38:25	
S0	0	1,318	d	2022-01-08 02:05:27	2022-01-08 02:05:27	2022-01-08 02:38:42	
S0	0	1,317	f	2022-01-08 02:19:02	2022-01-08 02:19:02	2022-01-08 02:39:51	
S0	0	1,314	n	2022-01-08 02:06:19	2022-01-08 02:06:19	2022-01-08 02:39:52	
S0	0	1,304	a	2022-01-08 01:51:18	2022-01-08 01:51:18	2022-01-08 02:40:22	
S0	0	1,326	k	2022-01-08 01:57:18	2022-01-08 01:57:18	2022-01-08 02:40:45	
S0	0	1,333	b	2022-01-08 02:14:25	2022-01-08 02:14:25	2022-01-08 02:41:00	
S0	0	1,308	s	2022-01-08 02:03:03	2022-01-08 02:03:03	2022-01-08 02:42:22	
S0	0	1,314	o	2022-01-08 02:06:19	2022-01-08 02:06:19	2022-01-08 02:43:43	
S0	0	1,321	r	2022-01-08 02:03:12	2022-01-08 02:03:12	2022-01-08 02:44:04	
S0	0	1,322	m	2022-01-08 01:58:48	2022-01-08 01:58:48	2022-01-08 02:44:15	
S0	0	1,315	o	2022-01-08 02:06:27	2022-01-08 02:06:27	2022-01-08 02:45:42	
S0	0	1,323	r	2022-01-08 01:59:17	2022-01-08 01:59:17	2022-01-08 02:45:46	
S0	0	1,313	g	2022-01-08 01:59:50	2022-01-08 01:59:50	2022-01-08 02:46:19	
S0	0	1,315	l	2022-01-08 02:06:27	2022-01-08 02:06:27	2022-01-08 02:47:44	
S0	0	1,313	y	2022-01-08 02:25:38	2022-01-08 02:25:38	2022-01-08 02:48:15	
S0	0	1,325	j	2022-01-08 02:09:25	2022-01-08 02:09:25	2022-01-08 02:49:17	
S0	0	1,313	ac	2022-01-08 02:25:38	2022-01-08 02:25:38	2022-01-08 02:49:30	
S0	0	1,330	e	2022-01-08 02:16:51	2022-01-08 02:16:51	2022-01-08 02:50:52	
S0	0	1,303	a	2022-01-08 01:54:41	2022-01-08 01:54:41	2022-01-08 02:51:01	
S0	0	1,302	ae	2022-01-08 02:25:11	2022-01-08 02:25:11	2022-01-08 02:51:02	
S0	0	1,317	n	2022-01-08 02:19:02	2022-01-08 02:19:02	2022-01-08 02:51:11	
S0	0	1,332	h	2022-01-08 02:32:23	2022-01-08 02:32:23	2022-01-08 02:52:20	
S0	0	1,310	aa	2022-01-08 02:28:16	2022-01-08 02:28:16	2022-01-08 02:52:46	
S0	0	1,305	a	2022-01-08 02:01:34	2022-01-08 02:01:34	2022-01-08 02:53:02	
S0	0	1,312	c	2022-01-08 02:24:06	2022-01-08 02:24:06	2022-01-08 02:53:27	
S0	0	1,314	l	2022-01-08 02:06:19	2022-01-08 02:06:19	2022-01-08 02:53:54	
S0	0	1,309	aa	2022-01-08 02:22:43	2022-01-08 02:22:43	2022-01-08 02:54:16	
S0	0	1,317	l	2022-01-08 02:19:02	2022-01-08 02:19:02	2022-01-08 02:54:25	
S0	0	1,319	ab	2022-01-08 02:12:26	2022-01-08 02:12:26	2022-01-08 02:54:44	
S0	0	1,301	ae	2022-01-08 02:22:15	2022-01-08 02:22:15	2022-01-08 02:54:53	
S0	0	1,324	t	2022-01-08 02:24:56	2022-01-08 02:24:56	2022-01-08 02:55:36	
S0	0	1,316	l	2022-01-08 02:05:49	2022-01-08 02:05:49	2022-01-08 02:57:44	
S0	0	1,301	w	2022-01-08 02:22:15	2022-01-08 02:22:15	2022-01-08 02:57:54	
S0	0	1,316	p	2022-01-08 02:36:50	2022-01-08 02:36:50	2022-01-08 02:59:02	
S0	0	1,315	x	2022-01-08 02:26:07	2022-01-08 02:26:07	2022-01-08 03:00:27	
S0	0	1,317	o	2022-01-08 02:19:02	2022-01-08 02:19:02	2022-01-08 03:00:28	
S0	0	1,302	w	2022-01-08 02:25:11	2022-01-08 02:25:11	2022-01-08 03:01:05	
S0	0	1,315	v	2022-01-08 02:31:40	2022-01-08 02:31:40	2022-01-08 03:01:21	
S0	0	1,314	x	2022-01-08 02:31:48	2022-01-08 02:31:48	2022-01-08 03:02:06	
S0	0	1,334	b	2022-01-08 02:29:53	2022-01-08 02:29:53	2022-01-08 03:02:11	
S0	0	1,306	ae	2022-01-08 02:33:54	2022-01-08 02:33:54	2022-01-08 03:02:16	
S0	0	1,306	w	2022-01-08 02:33:54	2022-01-08 02:33:54	2022-01-08 03:02:36	
S0	0	1,304	ae	2022-01-08 02:40:22	2022-01-08 02:40:22	2022-01-08 03:02:43	
S0	0	1,318	i	2022-01-08 02:38:42	2022-01-08 02:38:42	2022-01-08 03:02:54	
S0	0	1,318	f	2022-01-08 02:38:42	2022-01-08 02:38:42	2022-01-08 03:03:14	
S0	0	1,331	e	2022-01-08 02:21:32	2022-01-08 02:21:32	2022-01-08 03:05:28	
S0	0	1,314	q	2022-01-08 02:31:48	2022-01-08 02:31:48	2022-01-08 03:06:15	
S0	0	1,316	x	2022-01-08 02:26:48	2022-01-08 02:26:48	2022-01-08 03:06:18	
