Scenario	Replication	TokenId	Element	Arrived	Started	Completed	Resources
S0	0	68	ac	2021-12-24 19:29:51	2021-12-24 19:29:51	2021-12-24 19:57:48	
S0	0	59	w	2021-12-24 19:20:13	2021-12-24 19:20:13	2021-12-24 19:58:37	
S0	0	86	e	2021-12-24 19:13:04	2021-12-24 19:13:04	2021-12-24 19:58:48	
S0	0	58	ae	2021-12-24 19:33:16	2021-12-24 19:33:16	2021-12-24 19:58:53	
S0	0	81	u	2021-12-24 19:28:46	2021-12-24 19:28:46	2021-12-24 19:59:46	
S0	0	62	c	2021-12-24 19:20:41	2021-12-24 19:20:41	2021-12-24 20:00:53	
S0	0	60	ae	2021-12-24 19:25:28	2021-12-24 19:25:28	2021-12-24 20:01:20	
S0	0	73	p	2021-12-24 19:41:20	2021-12-24 19:41:20	2021-12-24 20:01:51	
S0	0	83	j	2021-12-24 19:21:19	2021-12-24 19:21:19	2021-12-24 20:03:29	
S0	0	71	p	2021-12-24 19:44:14	2021-12-24 19:44:14	2021-12-24 20:03:30	
S0	0	67	z	2021-12-24 19:25:39	2021-12-24 19:25:39	2021-12-24 20:04:04	
S0	0	60	w	2021-12-24 19:25:28	2021-12-24 19:25:28	2021-12-24 20:05:08	
S0	0	72	ac	2021-12-24 19:31:01	2021-12-24 19:31:01	2021-12-24 20:06:16	
S0	0	84	k	2021-12-24 19:33:48	2021-12-24 19:33:48	2021-12-24 20:06:47	
S0	0	85	k	2021-12-24 19:28:31	2021-12-24 19:28:31	2021-12-24 20:07:00	
S0	0	70	z	2021-12-24 19:21:42	2021-12-24 19:21:42	2021-12-24 20:07:02	
S0	0	73	x	2021-12-24 19:34:55	2021-12-24 19:34:55	2021-12-24 20:07:33	
S0	0	72	z	2021-12-24 19:31:01	2021-12-24 19:31:01	2021-12-24 20:10:01	
S0	0	61	a	2021-12-24 19:19:34	2021-12-24 19:19:34	2021-12-24 20:10:06	
S0	0	78	ab	2021-12-24 19:37:23	2021-12-24 19:37:23	2021-12-24 20:10:26	
S0	0	68	z	2021-12-24 19:29:51	2021-12-24 19:29:51	2021-12-24 20:10:45	
S0	0	71	q	2021-12-24 19:43:00	2021-12-24 19:43:00	2021-12-24 20:11:01	
S0	0	75	d	2021-12-24 19:32:20	2021-12-24 19:32:20	2021-12-24 20:11:29	
S0	0	88	e	2021-12-24 19:35:34	2021-12-24 19:35:34	2021-12-24 20:11:51	
S0	0	64	aa	2021-12-24 19:43:46	2021-12-24 19:43:46	2021-12-24 20:12:52	
S0	0	87	e	2021-12-24 19:37:52	2021-12-24 19:37:52	2021-12-24 20:13:21	
S0	0	74	f	2021-12-24 19:51:40	2021-12-24 19:51:40	2021-12-24 20:13:35	
S0	0	74	i	2021-12-24 19:51:40	2021-12-24 19:51:40	2021-12-24 20:13:38	
S0	0	73	q	2021-12-24 19:34:55	2021-12-24 19:34:55	2021-12-24 20:13:51	
S0	0	58	w	2021-12-24 19:33:16	2021-12-24 19:33:16	2021-12-24 20:14:14	
S0	0	81	m	2021-12-24 19:28:46	2021-12-24 19:28:46	2021-12-24 20:14:32	
S0	0	91	b	2021-12-24 19:42:17	2021-12-24 19:42:17	2021-12-24 20:14:45	
S0	0	77	ab	2021-12-24 19:34:14	2021-12-24 19:34:14	2021-12-24 20:14:51	
S0	0	73	v	2021-12-24 19:40:13	2021-12-24 19:40:13	2021-12-24 20:14:57	
S0	0	90	h	2021-12-24 19:40:20	2021-12-24 19:40:20	2021-12-24 20:15:02	
S0	0	89	h	2021-12-24 19:40:13	2021-12-24 19:40:13	2021-12-24 20:15:15	
S0	0	71	v	2021-12-24 19:42:38	2021-12-24 19:42:38	2021-12-24 20:15:38	
S0	0	79	r	2021-12-24 19:33:08	2021-12-24 19:33:08	2021-12-24 20:17:06	
S0	0	92	b	2021-12-24 19:54:33	2021-12-24 19:54:33	2021-12-24 20:18:30	
S0	0	66	c	2021-12-24 19:50:09	2021-12-24 19:50:09	2021-12-24 20:18:46	
S0	0	76	f	2021-12-24 19:55:57	2021-12-24 19:55:57	2021-12-24 20:19:18	
S0	0	65	aa	2021-12-24 19:54:28	2021-12-24 19:54:28	2021-12-24 20:19:57	
S0	0	82	u	2021-12-24 19:38:42	2021-12-24 19:38:42	2021-12-24 20:20:25	
S0	0	69	c	2021-12-24 19:48:02	2021-12-24 19:48:02	2021-12-24 20:20:33	
S0	0	82	m	2021-12-24 19:38:42	2021-12-24 19:38:42	2021-12-24 20:20:34	
S0	0	80	r	2021-12-24 19:42:06	2021-12-24 19:42:06	2021-12-24 20:20:55	
S0	0	76	i	2021-12-24 19:55:57	2021-12-24 19:55:57	2021-12-24 20:22:07	
S0	0	71	x	2021-12-24 19:43:00	2021-12-24 19:43:00	2021-12-24 20:23:24	
S0	0	74	l	2021-12-24 19:51:40	2021-12-24 19:51:40	2021-12-24 20:24:07	
S0	0	73	g	2021-12-24 19:41:20	2021-12-24 19:41:20	2021-12-24 20:25:56	
S0	0	74	n	2021-12-24 19:51:40	2021-12-24 19:51:40	2021-12-24 20:27:14	
S0	0	76	l	2021-12-24 19:55:57	2021-12-24 19:55:57	2021-12-24 20:28:00	
S0	0	78	f	2021-12-24 20:10:26	2021-12-24 20:10:26	2021-12-24 20:30:02	
S0	0	76	n	2021-12-24 19:55:57	2021-12-24 19:55:57	2021-12-24 20:31:04	
S0	0	76	o	2021-12-24 19:55:57	2021-12-24 19:55:57	2021-12-24 20:31:57	
S0	0	84	j	2021-12-24 20:06:47	2021-12-24 20:06:47	2021-12-24 20:32:08	
S0	0	63	s	2021-12-24 19:47:43	2021-12-24 19:47:43	2021-12-24 20:32:39	
S0	0	74	o	2021-12-24 19:51:40	2021-12-24 19:51:40	2021-12-24 20:33:57	
S0	0	81	r	2021-12-24 19:59:46	2021-12-24 19:59:46	2021-12-24 20:34:47	
S0	0	71	g	2021-12-24 19:44:14	2021-12-24 19:44:14	2021-12-24 20:35:18	
S0	0	77	i	2021-12-24 20:14:51	2021-12-24 20:14:51	2021-12-24 20:35:24	
S0	0	73	y	2021-12-24 20:14:57	2021-12-24 20:14:57	2021-12-24 20:35:27	
S0	0	86	k	2021-12-24 19:58:48	2021-12-24 19:58:48	2021-12-24 20:35:27	
S0	0	78	i	2021-12-24 20:10:26	2021-12-24 20:10:26	2021-12-24 20:36:01	
S0	0	75	i	2021-12-24 20:11:29	2021-12-24 20:11:29	2021-12-24 20:37:28	
S0	0	77	f	2021-12-24 20:14:51	2021-12-24 20:14:51	2021-12-24 20:37:37	
S0	0	91	h	2021-12-24 20:14:45	2021-12-24 20:14:45	2021-12-24 20:38:04	
S0	0	74	q	2021-12-24 20:13:35	2021-12-24 20:13:35	2021-12-24 20:38:13	
S0	0	74	x	2021-12-24 20:13:35	2021-12-24 20:13:35	2021-12-24 20:38:27	
S0	0	71	y	2021-12-24 20:15:38	2021-12-24 20:15:38	2021-12-24 20:39:59	
S0	0	68	c	2021-12-24 20:10:45	2021-12-24 20:10:45	2021-12-24 20:40:17	
S0	0	83	u	2021-12-24 20:03:29	2021-12-24 20:03:29	2021-12-24 20:40:23	
S0	0	62	s	2021-12-24 20:00:53	2021-12-24 20:00:53	2021-12-24 20:40:58	
S0	0	73	ac	2021-12-24 20:14:57	2021-12-24 20:14:57	2021-12-24 20:41:36	
S0	0	75	n	2021-12-24 20:11:29	2021-12-24 20:11:29	2021-12-24 20:43:03	
S0	0	72	c	2021-12-24 20:10:01	2021-12-24 20:10:01	2021-12-24 20:43:15	
S0	0	79	ad	2021-12-24 20:17:06	2021-12-24 20:17:06	2021-12-24 20:43:26	
S0	0	78	n	2021-12-24 20:10:26	2021-12-24 20:10:26	2021-12-24 20:43:34	
S0	0	67	c	2021-12-24 20:04:04	2021-12-24 20:04:04	2021-12-24 20:43:52	
S0	0	93	b	2021-12-24 20:14:31	2021-12-24 20:14:31	2021-12-24 20:44:06	
S0	0	61	ae	2021-12-24 20:10:06	2021-12-24 20:10:06	2021-12-24 20:44:06	
S0	0	75	o	2021-12-24 20:11:29	2021-12-24 20:11:29	2021-12-24 20:45:00	
S0	0	75	f	2021-12-24 20:11:29	2021-12-24 20:11:29	2021-12-24 20:45:32	
S0	0	88	k	2021-12-24 20:11:51	2021-12-24 20:11:51	2021-12-24 20:45:45	
S0	0	77	n	2021-12-24 20:14:51	2021-12-24 20:14:51	2021-12-24 20:45:57	
S0	0	80	ad	2021-12-24 20:20:55	2021-12-24 20:20:55	2021-12-24 20:46:10	
S0	0	85	j	2021-12-24 20:07:00	2021-12-24 20:07:00	2021-12-24 20:46:52	
S0	0	89	e	2021-12-24 20:15:15	2021-12-24 20:15:15	2021-12-24 20:47:39	
S0	0	90	e	2021-12-24 20:15:02	2021-12-24 20:15:02	2021-12-24 20:47:57	
S0	0	78	l	2021-12-24 20:10:26	2021-12-24 20:10:26	2021-12-24 20:48:10	
S0	0	83	m	2021-12-24 20:03:29	2021-12-24 20:03:29	2021-12-24 20:48:25	
S0	0	92	h	2021-12-24 20:18:30	2021-12-24 20:18:30	2021-12-24 20:48:52	
S0	0	71	z	2021-12-24 20:15:38	2021-12-24 20:15:38	2021-12-24 20:49:26	
S0	0	76	x	2021-12-24 20:19:18	2021-12-24 20:19:18	2021-12-24 20:49:45	
S0	0	69	aa	2021-12-24 20:20:33	2021-12-24 20:20:33	2021-12-24 20:50:02	
S0	0	78	o	2021-12-24 20:10:26	2021-12-24 20:10:26	2021-12-24 20:50:14	
S0	0	76	p	2021-12-24 20:31:57	2021-12-24 20:31:57	2021-12-24 20:51:04	
S0	0	87	k	2021-12-24 20:13:21	2021-12-24 20:13:21	2021-12-24 20:52:23	
S0	0	61	w	2021-12-24 20:10:06	2021-12-24 20:10:06	2021-12-24 20:52:52	
S0	0	77	o	2021-12-24 20:14:51	2021-12-24 20:14:51	2021-12-24 20:53:01	
S0	0	71	ac	2021-12-24 20:15:38	2021-12-24 20:15:38	2021-12-24 20:53:16	
S0	0	74	p	2021-12-24 20:33:57	2021-12-24 20:33:57	2021-12-24 20:55:02	
S0	0	70	c	2021-12-24 20:07:02	2021-12-24 20:07:02	2021-12-24 20:55:11	
S0	0	75	l	2021-12-24 20:11:29	2021-12-24 20:11:29	2021-12-24 20:55:47	
S0	0	78	x	2021-12-24 20:30:02	2021-12-24 20:30:02	2021-12-24 20:55:49	
S0	0	77	l	2021-12-24 20:14:51	2021-12-24 20:14:51	2021-12-24 20:55:49	
S0	0	84	t	2021-12-24 20:32:08	2021-12-24 20:32:08	2021-12-24 20:57:42	
S0	0	82	r	2021-12-24 20:20:25	2021-12-24 20:20:25	2021-12-24 20:58:57	
S0	0	66	s	2021-12-24 20:18:46	2021-12-24 20:18:46	2021-12-24 20:59:16	
S0	0	76	q	2021-12-24 20:19:18	2021-12-24 20:19:18	2021-12-24 21:01:26	
S0	0	94	b	2021-12-24 20:37:36	2021-12-24 20:37:36	2021-12-24 21:03:11	
S0	0	78	q	2021-12-24 20:30:02	2021-12-24 20:30:02	2021-12-24 21:03:12	
S0	0	64	a	2021-12-24 20:12:52	2021-12-24 20:12:52	2021-12-24 21:03:46	
S0	0	73	z	2021-12-24 20:14:57	2021-12-24 20:14:57	2021-12-24 21:05:37	
S0	0	86	j	2021-12-24 20:35:27	2021-12-24 20:35:27	2021-12-24 21:05:57	
S0	0	68	aa	2021-12-24 20:40:17	2021-12-24 20:40:17	2021-12-24 21:06:04	
S0	0	75	p	2021-12-24 20:45:00	2021-12-24 20:45:00	2021-12-24 21:06:05	
S0	0	65	a	2021-12-24 20:19:57	2021-12-24 20:19:57	2021-12-24 21:06:56	
S0	0	77	x	2021-12-24 20:37:37	2021-12-24 20:37:37	2021-12-24 21:08:24	
S0	0	75	x	2021-12-24 20:45:32	2021-12-24 20:45:32	2021-12-24 21:08:26	
S0	0	77	p	2021-12-24 20:53:01	2021-12-24 20:53:01	2021-12-24 21:09:23	
S0	0	93	h	2021-12-24 20:44:06	2021-12-24 20:44:06	2021-12-24 21:11:11	
S0	0	81	ab	2021-12-24 20:34:47	2021-12-24 20:34:47	2021-12-24 21:12:07	
S0	0	77	q	2021-12-24 20:37:37	2021-12-24 20:37:37	2021-12-24 21:12:44	
S0	0	79	d	2021-12-24 20:43:26	2021-12-24 20:43:26	2021-12-24 21:12:46	
S0	0	67	aa	2021-12-24 20:43:52	2021-12-24 20:43:52	2021-12-24 21:13:16	
S0	0	78	p	2021-12-24 20:50:14	2021-12-24 20:50:14	2021-12-24 21:14:17	
S0	0	88	j	2021-12-24 20:45:45	2021-12-24 20:45:45	2021-12-24 21:16:18	
S0	0	95	b	2021-12-24 20:54:19	2021-12-24 20:54:19	2021-12-24 21:16:28	
S0	0	74	v	2021-12-24 20:27:14	2021-12-24 20:27:14	2021-12-24 21:17:11	
S0	0	76	v	2021-12-24 20:31:04	2021-12-24 20:31:04	2021-12-24 21:17:11	
S0	0	76	g	2021-12-24 20:31:57	2021-12-24 20:31:57	2021-12-24 21:17:34	
S0	0	90	k	2021-12-24 20:47:57	2021-12-24 20:47:57	2021-12-24 21:17:48	
S0	0	84	m	2021-12-24 20:32:08	2021-12-24 20:32:08	2021-12-24 21:18:35	
S0	0	62	a	2021-12-24 20:40:58	2021-12-24 20:40:58	2021-12-24 21:18:49	
S0	0	63	a	2021-12-24 20:32:39	2021-12-24 20:32:39	2021-12-24 21:18:55	
S0	0	80	d	2021-12-24 20:46:10	2021-12-24 20:46:10	2021-12-24 21:19:15	
S0	0	91	e	2021-12-24 20:38:04	2021-12-24 20:38:04	2021-12-24 21:19:17	
S0	0	83	r	2021-12-24 20:40:23	2021-12-24 20:40:23	2021-12-24 21:19:53	
S0	0	75	v	2021-12-24 20:43:03	2021-12-24 20:43:03	2021-12-24 21:19:58	
S0	0	85	t	2021-12-24 20:46:52	2021-12-24 20:46:52	2021-12-24 21:21:52	
S0	0	75	g	2021-12-24 20:45:00	2021-12-24 20:45:00	2021-12-24 21:23:34	
S0	0	78	v	2021-12-24 20:43:34	2021-12-24 20:43:34	2021-12-24 21:23:42	
S0	0	75	q	2021-12-24 20:45:32	2021-12-24 20:45:32	2021-12-24 21:23:54	
S0	0	89	k	2021-12-24 20:47:39	2021-12-24 20:47:39	2021-12-24 21:26:04	
S0	0	78	g	2021-12-24 20:50:14	2021-12-24 20:50:14	2021-12-24 21:26:33	
S0	0	74	g	2021-12-24 20:33:57	2021-12-24 20:33:57	2021-12-24 21:26:59	
S0	0	72	s	2021-12-24 20:43:15	2021-12-24 20:43:15	2021-12-24 21:27:19	
S0	0	87	j	2021-12-24 20:52:23	2021-12-24 20:52:23	2021-12-24 21:28:15	
S0	0	92	e	2021-12-24 20:48:52	2021-12-24 20:48:52	2021-12-24 21:29:58	
S0	0	64	ae	2021-12-24 21:03:46	2021-12-24 21:03:46	2021-12-24 21:30:00	
S0	0	84	r	2021-12-24 20:57:42	2021-12-24 20:57:42	2021-12-24 21:30:25	
S0	0	94	h	2021-12-24 21:03:11	2021-12-24 21:03:11	2021-12-24 21:30:38	
S0	0	85	m	2021-12-24 20:46:52	2021-12-24 20:46:52	2021-12-24 21:31:08	
S0	0	81	f	2021-12-24 21:12:07	2021-12-24 21:12:07	2021-12-24 21:32:21	
S0	0	64	w	2021-12-24 21:03:46	2021-12-24 21:03:46	2021-12-24 21:33:42	
S0	0	96	b	2021-12-24 21:12:15	2021-12-24 21:12:15	2021-12-24 21:33:42	
S0	0	77	g	2021-12-24 20:53:01	2021-12-24 20:53:01	2021-12-24 21:33:50	
S0	0	65	ae	2021-12-24 21:06:56	2021-12-24 21:06:56	2021-12-24 21:35:10	
S0	0	69	a	2021-12-24 20:50:02	2021-12-24 20:50:02	2021-12-24 21:35:31	
S0	0	77	v	2021-12-24 20:45:57	2021-12-24 20:45:57	2021-12-24 21:35:32	
S0	0	65	w	2021-12-24 21:06:56	2021-12-24 21:06:56	2021-12-24 21:36:35	
S0	0	79	f	2021-12-24 21:12:46	2021-12-24 21:12:46	2021-12-24 21:36:57	
S0	0	81	n	2021-12-24 21:12:07	2021-12-24 21:12:07	2021-12-24 21:37:19	
S0	0	82	ab	2021-12-24 20:58:57	2021-12-24 20:58:57	2021-12-24 21:37:47	
S0	0	70	s	2021-12-24 20:55:11	2021-12-24 20:55:11	2021-12-24 21:38:16	
S0	0	76	y	2021-12-24 21:17:11	2021-12-24 21:17:11	2021-12-24 21:38:50	
S0	0	63	ae	2021-12-24 21:18:55	2021-12-24 21:18:55	2021-12-24 21:39:06	
S0	0	73	c	2021-12-24 21:05:37	2021-12-24 21:05:37	2021-12-24 21:39:18	
S0	0	79	i	2021-12-24 21:12:46	2021-12-24 21:12:46	2021-12-24 21:39:36	
S0	0	74	y	2021-12-24 21:17:11	2021-12-24 21:17:11	2021-12-24 21:40:03	
S0	0	71	c	2021-12-24 20:53:16	2021-12-24 20:53:16	2021-12-24 21:40:10	
S0	0	80	i	2021-12-24 21:19:15	2021-12-24 21:19:15	2021-12-24 21:41:17	
S0	0	95	h	2021-12-24 21:16:28	2021-12-24 21:16:28	2021-12-24 21:42:18	
S0	0	75	y	2021-12-24 21:19:58	2021-12-24 21:19:58	2021-12-24 21:43:18	
S0	0	66	a	2021-12-24 20:59:16	2021-12-24 20:59:16	2021-12-24 21:43:27	
S0	0	80	n	2021-12-24 21:19:15	2021-12-24 21:19:15	2021-12-24 21:43:42	
S0	0	74	ac	2021-12-24 21:17:11	2021-12-24 21:17:11	2021-12-24 21:44:43	
S0	0	86	u	2021-12-24 21:05:57	2021-12-24 21:05:57	2021-12-24 21:44:49	
S0	0	68	a	2021-12-24 21:06:04	2021-12-24 21:06:04	2021-12-24 21:45:33	
S0	0	81	i	2021-12-24 21:12:07	2021-12-24 21:12:07	2021-12-24 21:46:49	
S0	0	81	l	2021-12-24 21:12:07	2021-12-24 21:12:07	2021-12-24 21:47:14	
S0	0	78	y	2021-12-24 21:23:42	2021-12-24 21:23:42	2021-12-24 21:47:25	
S0	0	79	l	2021-12-24 21:12:46	2021-12-24 21:12:46	2021-12-24 21:47:50	
S0	0	80	f	2021-12-24 21:19:15	2021-12-24 21:19:15	2021-12-24 21:48:43	
S0	0	88	u	2021-12-24 21:16:18	2021-12-24 21:16:18	2021-12-24 21:49:04	
S0	0	79	n	2021-12-24 21:12:46	2021-12-24 21:12:46	2021-12-24 21:49:16	
S0	0	76	z	2021-12-24 21:17:11	2021-12-24 21:17:11	2021-12-24 21:49:59	
S0	0	86	m	2021-12-24 21:05:57	2021-12-24 21:05:57	2021-12-24 21:51:03	
S0	0	83	ab	2021-12-24 21:19:53	2021-12-24 21:19:53	2021-12-24 21:51:12	
S0	0	62	ae	2021-12-24 21:18:49	2021-12-24 21:18:49	2021-12-24 21:52:45	
S0	0	79	o	2021-12-24 21:12:46	2021-12-24 21:12:46	2021-12-24 21:53:23	
S0	0	75	ac	2021-12-24 21:19:58	2021-12-24 21:19:58	2021-12-24 21:53:32	
S0	0	78	ac	2021-12-24 21:23:42	2021-12-24 21:23:42	2021-12-24 21:54:19	
S0	0	81	o	2021-12-24 21:12:07	2021-12-24 21:12:07	2021-12-24 21:54:47	
S0	0	88	m	2021-12-24 21:16:18	2021-12-24 21:16:18	2021-12-24 21:54:50	
S0	0	97	b	2021-12-24 21:34:16	2021-12-24 21:34:16	2021-12-24 21:55:08	
S0	0	91	k	2021-12-24 21:19:17	2021-12-24 21:19:17	2021-12-24 21:55:22	
S0	0	85	r	2021-12-24 21:21:52	2021-12-24 21:21:52	2021-12-24 21:55:47	
S0	0	80	o	2021-12-24 21:19:15	2021-12-24 21:19:15	2021-12-24 21:56:41	
S0	0	74	z	2021-12-24 21:17:11	2021-12-24 21:17:11	2021-12-24 21:57:09	
S0	0	67	a	2021-12-24 21:13:16	2021-12-24 21:13:16	2021-12-24 21:57:37	
S0	0	76	ac	2021-12-24 21:17:11	2021-12-24 21:17:11	2021-12-24 21:57:44	
S0	0	90	j	2021-12-24 21:17:48	2021-12-24 21:17:48	2021-12-24 21:58:07	
S0	0	62	w	2021-12-24 21:18:49	2021-12-24 21:18:49	2021-12-24 21:58:45	
S0	0	75	z	2021-12-24 21:19:58	2021-12-24 21:19:58	2021-12-24 21:59:15	
S0	0	87	t	2021-12-24 21:28:15	2021-12-24 21:28:15	2021-12-24 21:59:53	
S0	0	81	x	2021-12-24 21:32:21	2021-12-24 21:32:21	2021-12-24 22:00:12	
S0	0	77	y	2021-12-24 21:35:32	2021-12-24 21:35:32	2021-12-24 22:01:52	
S0	0	79	x	2021-12-24 21:36:57	2021-12-24 21:36:57	2021-12-24 22:02:38	
S0	0	63	w	2021-12-24 21:18:55	2021-12-24 21:18:55	2021-12-24 22:02:49	
S0	0	69	ae	2021-12-24 21:35:31	2021-12-24 21:35:31	2021-12-24 22:02:56	
S0	0	82	f	2021-12-24 21:37:47	2021-12-24 21:37:47	2021-12-24 22:03:40	
S0	0	92	k	2021-12-24 21:29:58	2021-12-24 21:29:58	2021-12-24 22:04:11	
S0	0	80	l	2021-12-24 21:19:15	2021-12-24 21:19:15	2021-12-24 22:04:14	
S0	0	96	h	2021-12-24 21:33:42	2021-12-24 21:33:42	2021-12-24 22:04:16	
S0	0	89	j	2021-12-24 21:26:04	2021-12-24 21:26:04	2021-12-24 22:04:26	
S0	0	81	q	2021-12-24 21:32:21	2021-12-24 21:32:21	2021-12-24 22:05:03	
S0	0	93	e	2021-12-24 21:11:11	2021-12-24 21:11:11	2021-12-24 22:05:26	
S0	0	94	e	2021-12-24 21:30:38	2021-12-24 21:30:38	2021-12-24 22:05:53	
S0	0	66	ae	2021-12-24 21:43:27	2021-12-24 21:43:27	2021-12-24 22:06:43	
S0	0	79	q	2021-12-24 21:36:57	2021-12-24 21:36:57	2021-12-24 22:07:16	
S0	0	73	aa	2021-12-24 21:39:18	2021-12-24 21:39:18	2021-12-24 22:07:17	
S0	0	72	a	2021-12-24 21:27:19	2021-12-24 21:27:19	2021-12-24 22:07:34	
S0	0	81	v	2021-12-24 21:37:19	2021-12-24 21:37:19	2021-12-24 22:08:07	
S0	0	77	ac	2021-12-24 21:35:32	2021-12-24 21:35:32	2021-12-24 22:08:10	
S0	0	77	z	2021-12-24 21:35:32	2021-12-24 21:35:32	2021-12-24 22:08:27	
S0	0	84	ab	2021-12-24 21:30:25	2021-12-24 21:30:25	2021-12-24 22:10:23	
S0	0	87	m	2021-12-24 21:28:15	2021-12-24 21:28:15	2021-12-24 22:11:14	
S0	0	71	aa	2021-12-24 21:40:10	2021-12-24 21:40:10	2021-12-24 22:11:33	
S0	0	69	w	2021-12-24 21:35:31	2021-12-24 21:35:31	2021-12-24 22:11:41	
S0	0	83	i	2021-12-24 21:51:12	2021-12-24 21:51:12	2021-12-24 22:12:35	
S0	0	79	p	2021-12-24 21:53:23	2021-12-24 21:53:23	2021-12-24 22:13:13	
S0	0	81	p	2021-12-24 21:54:47	2021-12-24 21:54:47	2021-12-24 22:14:08	
S0	0	82	n	2021-12-24 21:37:47	2021-12-24 21:37:47	2021-12-24 22:15:02	
S0	0	82	i	2021-12-24 21:37:47	2021-12-24 21:37:47	2021-12-24 22:15:08	
S0	0	80	x	2021-12-24 21:48:43	2021-12-24 21:48:43	2021-12-24 22:15:23	
S0	0	82	l	2021-12-24 21:37:47	2021-12-24 21:37:47	2021-12-24 22:16:38	
S0	0	78	z	2021-12-24 21:23:42	2021-12-24 21:23:42	2021-12-24 22:16:48	
S0	0	83	f	2021-12-24 21:51:12	2021-12-24 21:51:12	2021-12-24 22:17:31	
S0	0	85	ad	2021-12-24 21:55:47	2021-12-24 21:55:47	2021-12-24 22:19:28	
S0	0	82	o	2021-12-24 21:37:47	2021-12-24 21:37:47	2021-12-24 22:19:43	
S0	0	80	v	2021-12-24 21:43:42	2021-12-24 21:43:42	2021-12-24 22:20:02	
S0	0	98	b	2021-12-24 21:51:01	2021-12-24 21:51:01	2021-12-24 22:20:42	
S0	0	68	ae	2021-12-24 21:45:33	2021-12-24 21:45:33	2021-12-24 22:20:50	
S0	0	66	w	2021-12-24 21:43:27	2021-12-24 21:43:27	2021-12-24 22:20:56	
S0	0	97	h	2021-12-24 21:55:08	2021-12-24 21:55:08	2021-12-24 22:21:16	
S0	0	91	j	2021-12-24 21:55:22	2021-12-24 21:55:22	2021-12-24 22:21:17	
S0	0	80	p	2021-12-24 21:56:41	2021-12-24 21:56:41	2021-12-24 22:21:23	
S0	0	95	e	2021-12-24 21:42:18	2021-12-24 21:42:18	2021-12-24 22:24:15	
S0	0	86	r	2021-12-24 21:44:49	2021-12-24 21:44:49	2021-12-24 22:25:05	
S0	0	80	q	2021-12-24 21:48:43	2021-12-24 21:48:43	2021-12-24 22:25:29	
S0	0	67	ae	2021-12-24 21:57:37	2021-12-24 21:57:37	2021-12-24 22:26:22	
S0	0	79	v	2021-12-24 21:49:16	2021-12-24 21:49:16	2021-12-24 22:26:43	
S0	0	83	o	2021-12-24 21:51:12	2021-12-24 21:51:12	2021-12-24 22:26:44	
S0	0	84	i	2021-12-24 22:10:23	2021-12-24 22:10:23	2021-12-24 22:26:46	
S0	0	67	w	2021-12-24 21:57:37	2021-12-24 21:57:37	2021-12-24 22:28:10	
S0	0	70	a	2021-12-24 21:38:16	2021-12-24 21:38:16	2021-12-24 22:28:35	
S0	0	88	r	2021-12-24 21:49:04	2021-12-24 21:49:04	2021-12-24 22:29:12	
S0	0	68	w	2021-12-24 21:45:33	2021-12-24 21:45:33	2021-12-24 22:29:54	
S0	0	83	l	2021-12-24 21:51:12	2021-12-24 21:51:12	2021-12-24 22:29:56	
S0	0	81	y	2021-12-24 22:08:07	2021-12-24 22:08:07	2021-12-24 22:30:29	
S0	0	92	j	2021-12-24 22:04:11	2021-12-24 22:04:11	2021-12-24 22:31:03	
S0	0	83	n	2021-12-24 21:51:12	2021-12-24 21:51:12	2021-12-24 22:31:47	
S0	0	82	x	2021-12-24 22:03:40	2021-12-24 22:03:40	2021-12-24 22:32:28	
S0	0	90	t	2021-12-24 21:58:07	2021-12-24 21:58:07	2021-12-24 22:33:04	
S0	0	74	c	2021-12-24 21:57:09	2021-12-24 21:57:09	2021-12-24 22:34:27	
S0	0	82	q	2021-12-24 22:03:40	2021-12-24 22:03:40	2021-12-24 22:34:44	
S0	0	81	ac	2021-12-24 22:08:07	2021-12-24 22:08:07	2021-12-24 22:35:10	
S0	0	99	b	2021-12-24 22:06:57	2021-12-24 22:06:57	2021-12-24 22:36:40	
S0	0	80	g	2021-12-24 21:56:41	2021-12-24 21:56:41	2021-12-24 22:37:21	
S0	0	93	k	2021-12-24 22:05:26	2021-12-24 22:05:26	2021-12-24 22:37:24	
S0	0	82	p	2021-12-24 22:19:43	2021-12-24 22:19:43	2021-12-24 22:38:07	
S0	0	84	f	2021-12-24 22:10:23	2021-12-24 22:10:23	2021-12-24 22:38:09	
S0	0	79	g	2021-12-24 21:53:23	2021-12-24 21:53:23	2021-12-24 22:39:36	
S0	0	87	r	2021-12-24 21:59:53	2021-12-24 21:59:53	2021-12-24 22:39:46	
S0	0	89	u	2021-12-24 22:04:26	2021-12-24 22:04:26	2021-12-24 22:40:00	
S0	0	80	ac	2021-12-24 22:20:02	2021-12-24 22:20:02	2021-12-24 22:40:02	
S0	0	76	c	2021-12-24 21:57:44	2021-12-24 21:57:44	2021-12-24 22:40:06	
S0	0	75	c	2021-12-24 21:59:15	2021-12-24 21:59:15	2021-12-24 22:40:14	
S0	0	80	y	2021-12-24 22:20:02	2021-12-24 22:20:02	2021-12-24 22:40:49	
S0	0	94	k	2021-12-24 22:05:53	2021-12-24 22:05:53	2021-12-24 22:40:51	
S0	0	72	ae	2021-12-24 22:07:34	2021-12-24 22:07:34	2021-12-24 22:41:12	
S0	0	84	l	2021-12-24 22:10:23	2021-12-24 22:10:23	2021-12-24 22:43:01	
